_id,RSN,YEAR_REGISTERED,YEAR_EVALUATED,YEAR_BUILT,PROPERTY_TYPE,WARD,WARDNAME,SITE_ADDRESS,CONFIRMED_STOREYS,CONFIRMED_UNITS,EVALUATION_COMPLETED_ON,SCORE,RESULTS_OF_SCORE,NO_OF_AREAS_EVALUATED,ENTRANCE_LOBBY,ENTRANCE_DOORS_WINDOWS,SECURITY,STAIRWELLS,LAUNDRY_ROOMS,INTERNAL_GUARDS_HANDRAILS,GARBAGE_CHUTE_ROOMS,GARBAGE_BIN_STORAGE_AREA,ELEVATORS,STORAGE_AREAS_LOCKERS,INTERIOR_WALL_CEILING_FLOOR,INTERIOR_LIGHTING_LEVELS,GRAFFITI,EXTERIOR_CLADDING,EXTERIOR_GROUNDS,EXTERIOR_WALKWAYS,BALCONY_GUARDS,WATER_PEN_EXT_BLDG_ELEMENTS,PARKING_AREA,OTHER_FACILITIES,GRID,LATITUDE,LONGITUDE,X,Y
136420,4155454,2018.0,2018,1976.0,PRIVATE,1,Etobicoke North,2757 KIPLING AVE,19,343,2018-12-13,65,Evaluation needs to be conducted in 2 years,19,3.0,3.0,5.0,2.0,3.0,3.0,3.0,3.0,3.0,,2.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,W0124,43.754436232299994,-79.5871043127,297770.21,4845833.956
136421,4153845,2017.0,2018,1958.0,PRIVATE,15,Don Valley West,65 KEEWATIN AVE,4,50,2018-12-13,89,Evaluation needs to be conducted in 3 years,18,5.0,5.0,5.0,5.0,4.0,4.0,,4.0,5.0,4.0,5.0,5.0,5.0,4.0,3.0,4.0,5.0,5.0,3.0,,N1526,43.7124138998,-79.3974353444,313049.654,4841166.871
136422,4152670,2017.0,2018,1971.0,PRIVATE,20,Scarborough Southwest,672 KENNEDY RD,6,71,2018-12-13,81,Evaluation needs to be conducted in 2 years,18,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,,E2023,43.726055224899994,-79.2659127498,323643.994,4842703.654
136423,4154355,,2018,1954.0,PRIVATE,5,York South-Weston,2416 KEELE ST,3,17,2018-12-13,76,Evaluation needs to be conducted in 2 years,15,4.0,4.0,4.0,4.0,4.0,3.0,,4.0,,,4.0,4.0,5.0,3.0,3.0,3.0,,5.0,3.0,,W0526,43.7097870925,-79.4788512552,306488.836,4840870.115
136424,4154353,2017.0,2018,1958.0,PRIVATE,5,York South-Weston,2420 KEELE ST,3,11,2018-12-13,80,Evaluation needs to be conducted in 3 years,15,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,,,4.0,4.0,5.0,4.0,4.0,4.0,,4.0,3.0,,W0526,43.7102484483,-79.47881998310001,306491.343,4840921.369
136425,4154352,2017.0,2018,1950.0,PRIVATE,5,York South-Weston,2422 KEELE ST,3,10,2018-12-13,87,Evaluation needs to be conducted in 3 years,15,5.0,5.0,4.0,5.0,5.0,3.0,,4.0,,,5.0,4.0,5.0,5.0,3.0,4.0,,4.0,4.0,,W0526,43.7104582053,-79.4787969775,306489.91,4840962.965
136426,4154347,2017.0,2018,1958.0,PRIVATE,5,York South-Weston,2440 KEELE ST,3,34,2018-12-13,73,Evaluation needs to be conducted in 2 years,15,4.0,4.0,4.0,3.0,3.0,4.0,,4.0,,,3.0,4.0,5.0,4.0,3.0,3.0,,4.0,3.0,,W0526,43.711712237,-79.4792178818,306459.23699999996,4841083.978999999
136427,4155621,2017.0,2018,1967.0,TCHC,5,York South-Weston,1570 JANE ST,6,76,2018-12-13,64,Evaluation needs to be conducted in 2 years,18,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,,W0527,43.6990884103,-79.5033968088,304510.668,4839681.395
136428,4154230,2017.0,2018,1971.0,PRIVATE,7,Humber River-Black Creek,2850 JANE ST,13,156,2018-12-13,68,Evaluation needs to be conducted in 2 years,18,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,,W0729,43.7501032079,-79.5169169125,303422.212,4845348.952
136429,4154232,2017.0,2018,1960.0,PRIVATE,7,Humber River-Black Creek,2900 JANE ST,14,183,2018-12-13,67,Evaluation needs to be conducted in 2 years,18,3.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,,3.0,4.0,5.0,3.0,3.0,4.0,2.0,3.0,3.0,,W0729,43.7531434812,-79.5178280471,303348.899,4845686.734
136430,4154253,2017.0,2018,1961.0,PRIVATE,7,Humber River-Black Creek,3286 WESTON RD,4,55,2018-12-12,78,Evaluation needs to be conducted in 1 year,18,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,3.0,4.0,3.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,,W0727,43.7416741492,-79.54061124340001,301513.51300000004,4844413.218
136431,4155438,2017.0,2018,1950.0,PRIVATE,1,Etobicoke North,2366 ISLINGTON AVE,3,16,2018-12-11,74,Evaluation needs to be conducted in 2 years,16,4.0,4.0,5.0,4.0,4.0,3.0,,3.0,,,4.0,2.0,5.0,3.0,4.0,3.0,4.0,3.0,4.0,,W0130,43.7196647917,-79.5577092738,300134.561,4841968.994
136432,4154473,2017.0,2018,1970.0,PRIVATE,7,Humber River-Black Creek,470 SENTINEL RD,22,370,2018-12-11,69,Evaluation needs to be conducted in 2 years,19,3.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,,3.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,W0726,43.762976118100006,-79.502065617,304618.30600000004,4846778.908
136433,4156704,2017.0,2018,1962.0,PRIVATE,7,Humber River-Black Creek,2439 FINCH AVE W,7,112,2018-12-11,78,Evaluation needs to be conducted in 3 years,18,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,3.0,4.0,3.0,,4.0,4.0,,W0727,43.7497694299,-79.5508713083,300687.67699999997,4845313.018
136434,4154336,2017.0,2018,1955.0,PRIVATE,5,York South-Weston,2550 KEELE ST,3,12,2018-12-11,66,Evaluation needs to be conducted in 2 years,16,3.0,3.0,5.0,3.0,3.0,3.0,,3.0,,3.0,3.0,3.0,5.0,3.0,3.0,3.0,,4.0,3.0,,W0526,43.715924263999995,-79.4800852491,306389.231,4841551.892
136435,4154244,2017.0,2018,1959.0,PRIVATE,7,Humber River-Black Creek,2433 FINCH AVE W,6,117,2018-12-11,75,Evaluation needs to be conducted in 2 years,17,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,,3.0,4.0,5.0,3.0,4.0,3.0,,4.0,4.0,,W0727,43.749436556000006,-79.548159932,300917.135,4845264.927
136436,4155149,2017.0,2018,1953.0,PRIVATE,5,York South-Weston,145 WOODWARD AVE,3,11,2018-12-11,74,Evaluation needs to be conducted in 2 years,16,3.0,3.0,5.0,3.0,4.0,3.0,,4.0,,4.0,4.0,4.0,5.0,3.0,3.0,3.0,,4.0,4.0,,W0525,43.7098157296,-79.5063954435,304269.088,4840873.131
136437,4155144,2017.0,2018,1955.0,PRIVATE,5,York South-Weston,135 WOODWARD AVE,3,10,2018-12-11,63,Evaluation needs to be conducted in 2 years,16,2.0,2.0,5.0,3.0,2.0,3.0,,2.0,,3.0,3.0,4.0,5.0,3.0,3.0,3.0,,4.0,3.0,,W0525,43.7095042953,-79.5076695409,304166.41,4840838.547
136438,4154335,2017.0,2018,1954.0,PRIVATE,5,York South-Weston,2552 KEELE ST,4,29,2018-12-11,81,Evaluation needs to be conducted in 3 years,14,4.0,4.0,4.0,5.0,4.0,4.0,,4.0,,,5.0,4.0,,5.0,3.0,3.0,5.0,,3.0,,W0526,43.7163206663,-79.4802113728,306379.058,4841595.928
136439,4154261,2017.0,2018,1969.0,PRIVATE,7,Humber River-Black Creek,35 TOBERMORY DR,11,138,2018-12-11,72,Evaluation needs to be conducted in 2 years,18,4.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,,4.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,,W0725,43.761263869,-79.509638013,304008.298,4846589.696
136440,4154257,2017.0,2018,1960.0,PRIVATE,7,Humber River-Black Creek,3 DAMASK AVE,3,10,2018-12-11,69,Evaluation needs to be conducted in 2 years,16,3.0,3.0,3.0,3.0,3.0,4.0,,3.0,,4.0,3.0,3.0,5.0,3.0,4.0,4.0,,4.0,3.0,,W0728,43.7416935323,-79.5396641026,301589.804,4844415.3319999995
136441,4154258,2018.0,2018,1973.0,PRIVATE,7,Humber River-Black Creek,5 DAMASK AVE,3,12,2018-12-11,68,Evaluation needs to be conducted in 1 year,16,3.0,3.0,3.0,3.0,4.0,4.0,,3.0,,,4.0,3.0,5.0,4.0,3.0,3.0,2.0,4.0,3.0,,W0728,43.741702861899995,-79.5393075079,301618.527,4844416.353999999
136442,4155449,2017.0,2018,1974.0,PRIVATE,1,Etobicoke North,18 PANORAMA CRT,17,204,2018-12-11,82,Evaluation needs to be conducted in 2 years,20,5.0,4.0,4.0,3.0,4.0,4.0,4.0,5.0,3.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,W0124,43.7471776431,-79.5819972103,298180.653,4845027.131
136443,4155429,2017.0,2018,1968.0,PRIVATE,1,Etobicoke North,2329 KIPLING AVE,5,40,2018-12-11,68,Evaluation needs to be conducted in 2 years,18,3.0,4.0,5.0,3.0,3.0,4.0,,4.0,1.0,3.0,3.0,2.0,5.0,3.0,4.0,4.0,5.0,2.0,3.0,,W0130,43.73188797939999,-79.5760047964,298661.68,4843328.069
136444,4155439,2017.0,2018,1972.0,PRIVATE,1,Etobicoke North,2362 ISLINGTON AVE,3,13,2018-12-10,60,Evaluation needs to be conducted in 2 years,17,3.0,4.0,3.0,4.0,3.0,3.0,,2.0,,4.0,3.0,3.0,5.0,3.0,2.0,2.0,3.0,2.0,2.0,,W0130,43.719305544899996,-79.5575311181,300148.88800000004,4841929.072
136445,4155452,2017.0,2018,1978.0,PRIVATE,1,Etobicoke North,2677 KIPLING AVE,23,227,2018-12-10,73,Evaluation needs to be conducted in 2 years,18,4.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,,4.0,4.0,5.0,4.0,3.0,4.0,3.0,4.0,3.0,,W0124,43.749099512,-79.584064323,298014.13300000003,4845241.7639999995
136446,4155453,2018.0,2018,1976.0,PRIVATE,1,Etobicoke North,2737 KIPLING AVE,23,416,2018-12-10,69,Evaluation needs to be conducted in 2 years,19,4.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,,3.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,W0124,43.753301348,-79.586565549,297813.2,4845708.779
136447,4155143,2017.0,2018,1954.0,PRIVATE,5,York South-Weston,133 WOODWARD AVE,3,11,2018-12-10,79,Evaluation needs to be conducted in 2 years,16,4.0,4.0,4.0,4.0,3.0,4.0,,4.0,,3.0,4.0,5.0,5.0,4.0,4.0,3.0,,5.0,3.0,,W0525,43.7094490661,-79.5079325701,304145.213,4840832.415
136448,4154263,2017.0,2018,1967.0,PRIVATE,7,Humber River-Black Creek,25 STONG CRT,14,151,2018-12-10,72,Evaluation needs to be conducted in 3 years,19,4.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,W0725,43.7615247984,-79.5177662952,303354.08,4846617.84
136449,4155440,2017.0,2018,1958.0,PRIVATE,1,Etobicoke North,2356 ISLINGTON AVE,3,18,2018-12-10,55,Evaluation needs to be conducted in 2 years,16,3.0,3.0,2.0,2.0,1.0,2.0,,3.0,,,2.0,2.0,5.0,3.0,4.0,4.0,3.0,3.0,2.0,,W0130,43.7189395092,-79.55744108420001,300156.114,4841888.402
136450,4155152,2017.0,2018,1974.0,PRIVATE,5,York South-Weston,150 ROSEMOUNT AVE,5,31,2018-12-10,66,Evaluation needs to be conducted in 2 years,18,3.0,3.0,5.0,3.0,3.0,3.0,,3.0,3.0,3.0,3.0,4.0,5.0,3.0,3.0,3.0,3.0,4.0,2.0,,W0525,43.70408526479999,-79.51980573899999,303188.223,4840236.751
136451,4154262,2017.0,2018,1977.0,PRIVATE,7,Humber River-Black Creek,10 SAN ROMANOWAY,34,428,2018-12-10,67,Evaluation needs to be conducted in 3 years,19,3.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,,4.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,W0725,43.7585401941,-79.5166809322,303441.401,4846286.246
136452,4153057,2017.0,2018,1960.0,PRIVATE,4,Parkdale-High Park,1639 BLOOR ST W,6,46,2018-12-10,68,Evaluation needs to be conducted in 2 years,18,4.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,,3.0,4.0,,S0432,43.655402768,-79.455626577,308363.408,4834829.9860000005
136453,4155451,2017.0,2018,1978.0,PRIVATE,1,Etobicoke North,2667 KIPLING AVE,23,228,2018-12-10,69,Evaluation needs to be conducted in 2 years,19,4.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,,3.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,W0124,43.748495858000005,-79.583366602,298070.253,4845174.643999999
136454,4153056,2019.0,2018,1930.0,PRIVATE,4,Parkdale-High Park,1643 BLOOR ST W,3,25,2018-12-07,56,Evaluation needs to be conducted in 2 years,15,3.0,3.0,3.0,3.0,,3.0,,3.0,,3.0,3.0,2.0,3.0,3.0,2.0,2.0,,3.0,3.0,,S0432,43.655253044,-79.455904958,308340.964,4834813.343
136455,4156451,2017.0,2018,1960.0,PRIVATE,1,Etobicoke North,25 BERGAMOT AVE,4,73,2018-12-07,72,Evaluation needs to be conducted in 2 years,18,3.0,4.0,5.0,4.0,3.0,3.0,3.0,4.0,,4.0,3.0,3.0,5.0,4.0,4.0,3.0,3.0,4.0,3.0,,W0130,43.716209723999995,-79.557077624,300184.917,4841586.092
136456,4154254,2017.0,2018,1961.0,PRIVATE,7,Humber River-Black Creek,3266 WESTON RD,4,59,2018-12-07,78,Evaluation needs to be conducted in 1 year,18,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,3.0,4.0,3.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,,W0727,43.7407950655,-79.5403431231,301535.061,4844315.545
136457,4155165,2017.0,2018,1960.0,PRIVATE,5,York South-Weston,2292 WESTON RD,8,65,2018-12-07,87,Evaluation needs to be conducted in 3 years,17,5.0,4.0,5.0,3.0,5.0,3.0,,4.0,5.0,,5.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,,W0524,43.7048987763,-79.5296017204,302398.731,4840327.401000001
136458,4154273,2017.0,2018,1965.0,PRIVATE,7,Humber River-Black Creek,100 YORK GATE BLVD,11,133,2018-12-07,60,Evaluation needs to be conducted in 2 years,18,3.0,4.0,3.0,3.0,2.0,3.0,4.0,2.0,3.0,,2.0,3.0,4.0,4.0,3.0,2.0,2.0,4.0,3.0,,W0724,43.7621440095,-79.51993719560001,303179.30100000004,4846686.674
136459,4155150,2017.0,2018,1950.0,PRIVATE,5,York South-Weston,166 QUEENS DR,3,11,2018-12-07,71,Evaluation needs to be conducted in 2 years,16,3.0,5.0,5.0,3.0,3.0,3.0,,4.0,,3.0,3.0,3.0,5.0,3.0,4.0,3.0,,4.0,3.0,,W0525,43.7065405201,-79.510586885,303931.26399999997,4840509.34
136460,4153051,2017.0,2018,1914.0,PRIVATE,4,Parkdale-High Park,310 RONCESVALLES AVE,4,13,2018-12-07,53,Evaluation needs to be conducted in 2 years,15,3.0,2.0,3.0,3.0,1.0,3.0,,3.0,,,3.0,3.0,4.0,3.0,2.0,2.0,3.0,2.0,,,S0432,43.6492006854,-79.4505020154,308777.417,4834140.227
136461,4154265,2017.0,2018,1969.0,PRIVATE,7,Humber River-Black Creek,310 NISKA RD,13,167,2018-12-07,67,Evaluation needs to be conducted in 2 years,18,4.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,,W0725,43.7651648539,-79.5094578761,304023.11699999997,4847022.12
136462,4154348,2017.0,2018,1950.0,PRIVATE,5,York South-Weston,2434 KEELE ST,3,12,2018-12-07,74,Evaluation needs to be conducted in 2 years,13,4.0,4.0,4.0,4.0,3.0,4.0,,4.0,,,4.0,4.0,,4.0,3.0,3.0,,,3.0,,W0526,43.711263649799996,-79.4790421102,306473.414,4841034.147
136463,4154350,,2018,,PRIVATE,5,York South-Weston,2430 KEELE ST,3,12,2018-12-07,72,Evaluation needs to be conducted in 2 years,13,4.0,4.0,3.0,4.0,4.0,4.0,,4.0,,,4.0,3.0,,4.0,3.0,3.0,,,3.0,,W0526,43.71081061,-79.4788967213,306483.424,4841002.355
136464,4155447,2018.0,2018,1965.0,PRIVATE,1,Etobicoke North,2435 KIPLING AVE,13,153,2018-12-07,70,Evaluation needs to be conducted in 2 years,18,3.0,4.0,5.0,3.0,4.0,3.0,3.0,4.0,3.0,,3.0,4.0,5.0,3.0,4.0,3.0,3.0,3.0,3.0,,W0124,43.7388442337,-79.578720865,298443.619,4844101.085
136465,4156355,2017.0,2018,1960.0,PRIVATE,1,Etobicoke North,9 BERGAMOT AVE,4,73,2018-12-06,76,Evaluation needs to be conducted in 2 years,19,4.0,5.0,5.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,5.0,4.0,3.0,3.0,4.0,4.0,4.0,,W0130,43.714616652,-79.558696849,300054.31,4841409.213
136466,4155155,2017.0,2018,1960.0,PRIVATE,5,York South-Weston,2275 WESTON RD,3,61,2018-12-06,68,Evaluation needs to be conducted in 2 years,15,3.0,4.0,5.0,3.0,3.0,3.0,,3.0,,,3.0,3.0,4.0,3.0,3.0,4.0,,4.0,3.0,,W0524,43.7050925163,-79.5282487597,302507.78,4840348.881
136467,4156450,2017.0,2018,1960.0,PRIVATE,1,Etobicoke North,11 BERGAMOT AVE,7,130,2018-12-06,76,Evaluation needs to be conducted in 2 years,19,3.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,5.0,4.0,3.0,3.0,4.0,4.0,4.0,,W0130,43.714919516,-79.55750237,300150.586,4841442.799
136468,4154354,2017.0,2018,1960.0,PRIVATE,5,York South-Weston,2418 KEELE ST,3,11,2018-12-06,68,Evaluation needs to be conducted in 1 year,13,3.0,3.0,4.0,4.0,3.0,4.0,,4.0,,,3.0,4.0,,4.0,3.0,2.0,,,3.0,,W0526,43.710013521099995,-79.4787756914,306494.919,4840895.271000001
136469,4155456,2017.0,2018,1972.0,PRIVATE,1,Etobicoke North,1915 MARTIN GROVE RD,7,135,2018-12-06,83,Evaluation needs to be conducted in 2 years,18,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,,4.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,,W0123,43.7459657464,-79.5951234793,297123.337,4844893.655
136470,4154267,2017.0,2018,1973.0,PRIVATE,7,Humber River-Black Creek,4001 STEELES AVE W,17,356,2018-12-06,60,Evaluation needs to be conducted in 2 years,18,4.0,4.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,W0724,43.77414527,-79.524134475,302841.45399999997,4848021.011
136471,4154272,,2018,1966.0,PRIVATE,7,Humber River-Black Creek,90 YORK GATE BLVD,4,40,2018-12-06,52,Evaluation needs to be conducted in 2 years,18,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,,2.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,,W0724,43.7610772976,-79.5211616748,303080.68,4846568.193
136472,4155160,2017.0,2018,1973.0,TCHC,5,York South-Weston,1901 WESTON RD,17,400,2018-12-06,65,Evaluation needs to be conducted in 2 years,19,3.0,3.0,4.0,3.0,2.0,4.0,3.0,3.0,3.0,,3.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,W0524,43.7005890595,-79.5159933375,303495.37,4839848.29
136473,4155161,2017.0,2018,1970.0,PRIVATE,5,York South-Weston,1906-1930 WESTON RD,12,112,2018-12-06,71,Evaluation needs to be conducted in 2 years,19,3.0,4.0,5.0,3.0,3.0,2.0,4.0,2.0,5.0,2.0,4.0,4.0,5.0,3.0,4.0,3.0,3.0,4.0,4.0,,W0524,43.7002003087,-79.5172673603,303392.674,4839805.124
136474,4250529,2017.0,2018,1965.0,PRIVATE,5,York South-Weston,2255 WESTON RD,12,101,2018-12-06,61,Evaluation needs to be conducted in 2 years,17,3.0,3.0,5.0,3.0,3.0,3.0,3.0,2.0,2.0,,2.0,4.0,3.0,3.0,3.0,4.0,2.0,4.0,,,W0524,43.7045706478,-79.52743150170001,302573.625,4840290.883
136475,4155446,2017.0,2018,1977.0,SOCIAL HOUSING,1,Etobicoke North,2314 ISLINGTON AVE,11,194,2018-12-06,80,Evaluation needs to be conducted in 2 years,19,4.0,4.0,5.0,3.0,4.0,5.0,5.0,3.0,4.0,4.0,3.0,3.0,5.0,4.0,4.0,3.0,,4.0,4.0,5.0,W0130,43.7162998047,-79.556257348,300251.286,4841595.1
136476,4156792,2017.0,2018,1960.0,PRIVATE,16,Don Valley East,878 LAWRENCE AVE E,3,11,2018-12-05,76,Evaluation needs to be conducted in 2 years,17,3.0,3.0,4.0,4.0,3.0,4.0,,3.0,,4.0,3.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,3.0,,N1623,43.736369132,-79.349349482,316919.531,4843834.926
136477,4154246,2017.0,2018,1972.0,PRIVATE,7,Humber River-Black Creek,2405 FINCH AVE W,27,258,2018-12-05,70,Evaluation needs to be conducted in 2 years,18,3.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,,3.0,3.0,5.0,4.0,3.0,3.0,4.0,4.0,3.0,,W0727,43.750621288999994,-79.544032103,301238.257,4845408.296
136478,4154247,2017.0,2018,1970.0,PRIVATE,7,Humber River-Black Creek,2397 FINCH AVE W,11,121,2018-12-05,68,Evaluation needs to be conducted in 2 years,18,3.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,5.0,,3.0,3.0,5.0,4.0,3.0,3.0,4.0,4.0,3.0,,W0727,43.751182532,-79.544580941,301194.093,4845470.67
136479,4155692,2017.0,2018,1971.0,PRIVATE,1,Etobicoke North,1875 MARTIN GROVE RD,12,88,2018-12-05,72,Evaluation needs to be conducted in 3 years,18,3.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,,W0123,43.7432814617,-79.5941314137,297202.887,4844595.353
136480,4153056,2019.0,2018,1930.0,PRIVATE,4,Parkdale-High Park,1643 BLOOR ST W,3,25,2018-12-05,54,Evaluation needs to be conducted in 2 years,16,2.0,2.0,3.0,2.0,3.0,3.0,,3.0,,3.0,2.0,2.0,4.0,3.0,3.0,2.0,,3.0,3.0,,S0432,43.655253044,-79.455904958,308340.964,4834813.343
136481,4155427,2017.0,2018,1963.0,PRIVATE,1,Etobicoke North,25 JANSUSIE RD,3,45,2018-12-05,82,Evaluation needs to be conducted in 2 years,17,4.0,4.0,5.0,3.0,4.0,3.0,,5.0,,5.0,3.0,3.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,,W0129,43.730245049,-79.57627802100001,298653.212,4843046.808
136482,4154268,2017.0,2018,1975.0,PRIVATE,7,Humber River-Black Creek,5000 JANE ST,13,291,2018-12-05,64,Evaluation needs to be conducted in 2 years,18,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,,2.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,,W0724,43.77371822600001,-79.52248674399999,303046.894,4847929.838
136483,4154270,2017.0,2018,1973.0,PRIVATE,7,Humber River-Black Creek,4800 JANE ST,9,97,2018-12-05,64,Evaluation needs to be conducted in 2 years,18,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,,3.0,3.0,5.0,3.0,3.0,3.0,3.0,5.0,4.0,,W0724,43.7711875516,-79.5216643445,303040.481,4847691.41
136484,4155458,2017.0,2018,1970.0,PRIVATE,1,Etobicoke North,1901 MARTIN GROVE RD,7,136,2018-12-05,68,Evaluation needs to be conducted in 2 years,19,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,5.0,5.0,4.0,3.0,3.0,3.0,4.0,3.0,,W0123,43.745074163000005,-79.5949238666,297139.297,4844794.585
136485,4479218,2018.0,2017,1951.0,PRIVATE,13,Toronto Centre,45 PEMBROKE ST,3,12,2018-11-05,60,Evaluation needs to be conducted in 2 years,14,3.0,3.0,3.0,3.0,2.0,3.0,,3.0,,,3.0,3.0,5.0,2.0,3.0,3.0,,3.0,,,S1332,43.6576935815,-79.3718742304,315118.827,4835090.437
136486,4475546,2019.0,2017,2016.0,PRIVATE,19,Beaches-East York,763 WOODBINE AVE,7,64,2018-10-31,81,Evaluation needs to be conducted in 3 years,19,4.0,4.0,4.0,4.0,,4.0,5.0,5.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,S1935,43.680776029899995,-79.3103915859,320072.003,4837664.262
136487,4476608,2018.0,2017,1925.0,PRIVATE,19,Beaches-East York,987 KINGSTON RD,3,15,2018-10-31,63,Evaluation needs to be conducted in 2 years,14,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,,,3.0,3.0,5.0,3.0,3.0,3.0,,3.0,,,S1940,43.6803978497,-79.28612456399999,322028.70399999997,4837626.949
136488,4476597,2018.0,2017,1925.0,PRIVATE,19,Beaches-East York,983 KINGSTON RD,3,14,2018-10-31,63,Evaluation needs to be conducted in 2 years,13,3.0,3.0,3.0,3.0,,3.0,,3.0,,,3.0,3.0,5.0,3.0,3.0,3.0,,3.0,,,S1940,43.680349197299996,-79.28634449409999,322010.985,4837621.499
136489,4457114,2019.0,2017,1953.0,PRIVATE,19,Beaches-East York,1161 O'CONNOR DR,3,11,2018-10-25,61,Evaluation needs to be conducted in 2 years,15,3.0,3.0,3.0,3.0,2.0,3.0,,3.0,,,3.0,3.0,5.0,3.0,3.0,3.0,,3.0,3.0,,S1924,43.7119832675,-79.30746431600001,320300.026,4841131.821
136490,4457107,2019.0,2017,1953.0,PRIVATE,19,Beaches-East York,1153 O'CONNOR DR,3,11,2018-10-25,64,Evaluation needs to be conducted in 2 years,15,4.0,3.0,3.0,4.0,3.0,3.0,,3.0,,,3.0,3.0,5.0,3.0,3.0,3.0,,3.0,2.0,,S1924,43.7117264202,-79.3076717608,320283.375,4841103.25
136491,4457092,,2017,1951.0,PRIVATE,19,Beaches-East York,1131 O'CONNOR DR,3,12,2018-10-25,58,Evaluation needs to be conducted in 2 years,16,3.0,3.0,3.0,2.0,3.0,3.0,,3.0,,3.0,2.0,3.0,5.0,2.0,3.0,2.0,,2.0,4.0,,S1924,43.711133073599996,-79.3081363101,320246.091,4841037.249
136492,4457070,,2017,1951.0,PRIVATE,19,Beaches-East York,1127 O'CONNOR DR,3,11,2018-10-25,60,Evaluation needs to be conducted in 2 years,15,3.0,3.0,3.0,2.0,3.0,2.0,,3.0,,,3.0,2.0,5.0,3.0,3.0,3.0,,3.0,4.0,,S1924,43.710979707700005,-79.3082535422,320236.683,4841020.188999999
